"tsn","ts_afs_name","ts_scientific_name","region_name","state_name","year","pounds","dollars","tot_count","source","collection"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",1996,2788678,NA,564192,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",1997,3202581,NA,552444,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",1998,3602841,NA,620501,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",1999,2326357,NA,532508,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2001,3241984,NA,577350,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2002,2643411,NA,464443,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2003,5260582,NA,816848,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2004,4917593,NA,668512,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2005,7761140,NA,819052,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2006,6496797,NA,1342324,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2007,5249442,NA,1127310,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2008,5638746,NA,779700,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2009,8810638,NA,1104647,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2010,6588756,NA,1151823,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2011,6228908,NA,1112976,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2012,3839838,NA,719622,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2013,6188504,NA,1185023,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2014,9035484,NA,1639631,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2015,7813412,NA,1111502,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2016,10919265,NA,1545586,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2017,7308850,NA,1091614,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2018,4683467,NA,993304,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2019,3152849,NA,765170,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2020,3479733,NA,734808,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2021,2681573,NA,583701,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2022,3083037,NA,642195,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","MARYLAND",2023,2225817,NA,505341,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2000,7053489,NA,494552,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1981,1187364,NA,152001,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1982,418063,NA,69071,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1983,613207,NA,168372,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1984,1305281,NA,86513,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1985,475156,NA,31577,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1986,104700,NA,78338,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1987,767002,NA,31283,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1988,536482,NA,29704,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1989,1375908,NA,62204,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1990,1652653,NA,67998,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1991,4220758,NA,203104,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1992,1691057,NA,76700,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1993,2882945,NA,140472,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1994,4999744,NA,200322,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1995,5594058,NA,250266,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1996,10738648,NA,511610,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1997,8543475,NA,450464,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1998,4889425,NA,383847,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",1999,7414395,NA,450928,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2001,5058081,NA,364152,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2002,5974909,NA,439271,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2003,10787679,NA,678437,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2004,6437497,NA,458148,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2005,11637447,NA,854633,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2006,9844991,NA,614759,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2007,10081194,NA,602845,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2008,18000620,NA,1169855,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2009,7991331,NA,574188,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2010,18190645,NA,1449043,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2011,13150697,NA,1005255,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2012,13096287,NA,927503,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2013,16819419,NA,902452,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2014,13998256,NA,804490,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2015,8695416,NA,406786,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2016,12053015,NA,697675,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2017,8885296,NA,477260,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2018,3453502,NA,181681,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2019,7072422,NA,498004,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2020,2201913,NA,203688,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2021,1492077,NA,137760,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2022,10695034,NA,882900,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW YORK",2023,5171482,NA,500368,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2000,4308251,NA,820576,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1985,1157,NA,2627,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1986,15095,NA,1972,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1987,16581,NA,18802,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1988,28001,NA,3635,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1990,3135428,NA,342591,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1991,2094697,NA,248700,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1992,1566509,NA,174448,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1993,1674432,NA,228922,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1994,2497928,NA,332059,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1995,3914205,NA,550103,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1996,3659741,NA,650851,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1997,5299015,NA,799502,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1998,4371175,NA,743441,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",1999,5096821,NA,848894,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2001,5758627,NA,817815,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2002,6697733,NA,860989,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2003,6355542,NA,870879,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2004,6007998,NA,893302,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2005,4347753,NA,517320,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2006,5992147,NA,833543,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2007,4543663,NA,518275,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2008,6566734,NA,670543,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2009,5387844,NA,711164,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2010,2265302,NA,368584,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2011,2522725,NA,328404,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2012,4671293,NA,258376,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2013,2674540,NA,302316,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2014,988774,NA,131231,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2015,957094,NA,207666,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2016,1024390,NA,138142,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2017,615079,NA,108090,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2018,404006,NA,56821,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2019,224080,NA,44569,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2020,279604,NA,52222,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2021,413951,NA,69595,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2022,282789,NA,54977,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","VIRGINIA",2023,457552,NA,86033,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",2000,9768197,NA,939771,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1981,341836,NA,76518,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1982,65777,NA,12444,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1983,3163568,NA,242893,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1984,615652,NA,53831,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1985,997471,NA,80923,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1986,1854506,NA,83310,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1987,263644,NA,15332,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1988,857742,NA,43566,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1989,584514,NA,30113,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1990,2531204,NA,123039,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1991,2047089,NA,131106,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1992,2189554,NA,134556,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1993,1360304,NA,100924,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1994,947091,NA,67142,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1995,8587480,NA,671400,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1996,3959378,NA,301235,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1997,2179247,NA,171173,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1998,4182148,NA,289197,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",1999,9473287,NA,657134,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",2001,12314428,NA,1267491,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",2002,9620787,NA,957600,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",2003,12066095,NA,942758,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",2004,13302752,NA,1042093,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",2005,14288841,NA,958051,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",2006,12715959,NA,972248,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",2007,8389861,NA,722166,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",2008,12406683,NA,791013,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",2009,17039873,NA,1141495,"MRIP","Recreational"
"167680","BASS, STRIPED",NA,"Middle Atlantic","NEW JERSEY",2010,17454682,NA,1091368,"MRIP","Recreational"
